ind,open,close,low,high,volume,ma5,kf,macd,pjsp5,pjsp5bl,lrkf
1023,35877.42,36314.68,35606.44,36350.8,1481.001932,36345.028,A,-123.2647258,35592.974,-0.019873671,AB
1024,36313.92,36103.84,36000,36415.1,1008.174398,36277.304,B,-124.1848465,35424.606,-0.018813345,BA
1025,36103.46,36072.16,35706.89,36124.19,1188.900298,36199.022,A,-120.6583247,35345.852,-0.020134863,AB
1026,36071.65,35060.54,34984.1,36095.88,3017.887515,35885.742,B,-176.7920763,35428.912,0.010506741,BA
1027,35060.54,35253.78,34742.26,35432.84,2573.797862,35761,A,-190.0828122,35338.322,0.002398097,AA
1028,35251.23,35474.55,35194.31,35500,936.8524163,35592.974,A,-173.6335161,35188.314,-0.00806877,AB
1029,35474.56,35262,35142.49,35630.76,1379.99614,35424.606,B,-166.6637674,35021.622,-0.006816913,BB
1030,35262.99,35678.39,35207.85,35808.39,1517.655214,35345.852,B,-125.4836394,34829.332,-0.023797542,BB
1031,35678.38,35475.84,35333.66,35944.31,2061.239921,35428.912,B,-104.2331408,34725.812,-0.021141938,BB
1032,35475.83,34800.83,34500,35563.57,3082.070846,35338.322,B,-126.5018593,34739.174,-0.001771682,BA
1033,34800.31,34724.51,34350,34979.91,2600.650189,35188.314,A,-136.3848963,34630.958,-0.00269412,AA
1034,34726.2,34428.54,34000,34869.54,3234.517961,35021.622,A,-151.6934442,34684.32,0.007429301,AA
1035,34428.54,34716.94,34013,34800,2096.958295,34829.332,A,-131.9612295,34709.352,-0.000218568,AB
1036,34716.93,34958.24,34205.1,34970.93,1685.852834,34725.812,B,-94.00558457,34767.222,-0.005464177,BC
1037,34957.65,34867.64,34783.61,35138.61,1649.731052,34739.174,C,-67.58436918,34832.886,-0.000996741,CB
1038,34868.31,34183.43,34069.9,35047.58,1780.778433,34630.958,B,-87.50651949,34987.818,0.023531518,BA
1039,34183.42,34695.35,33351,34739.35,6842.729157,34684.32,A,-58.89777427,35027.768,0.009581053,AB
1040,34691.82,34842.1,34563.92,35033.61,1643.734569,34709.352,B,-24.540578,35050.498,0.005981212,BC
1041,34845.33,35247.59,34774.32,35250,1150.151019,34767.222,C,28.18669031,35095.3,-0.004320579,CC
1042,35242.74,35195.96,34851.68,35319.21,1026.411338,34832.886,C,60.4273397,35115.008,-0.002300037,CB
1043,35195.96,34958.09,34737.98,35318.05,797.8278423,34987.818,B,66.11413728,35080.114,0.00349058,BB
1044,34958.09,34895.1,34494.42,35110.8,839.8021951,35027.768,B,65.86912922,35013.294,0.003387123,BB
1045,34892.23,34955.75,34753.71,35109.28,496.4203824,35050.498,B,69.65931091,34937.376,-0.000525636,BB
1046,34955.75,35471.6,34818.36,35666,1416.261497,35095.3,B,104.6710167,34690.34,-0.022024944,BC
1047,35471.61,35294.5,35093.73,35602.43,1194.836394,35115.008,C,112.9553808,34543.866,-0.021267733,CB
1048,35294.51,34783.62,34656,35375.8,1577.258257,35080.114,B,82.49477705,34519.674,-0.007588227,BA
1049,34779.58,34561,34373.01,34835.67,1475.196688,35013.294,A,47.55443062,34532.698,-0.0008189,AA
1050,34561,34576.16,34230,34822.81,1398.493458,34937.376,A,26.70407692,34264.602,-0.009010775,AB
1051,34577.89,34236.42,34153.23,34920.61,1601.280961,34690.34,B,-6.931685181,33992.566,-0.007122649,BB
1052,34244.44,34562.13,33963.04,34619.18,1463.468639,34543.866,B,-4.334588254,33644.652,-0.02654576,BC
1053,34562.13,34662.66,34504.34,34811.27,1019.65987,34519.674,C,6.475836521,33154.286,-0.043515818,CC
1054,34662.66,34626.12,34555.65,35032.05,1285.911989,34532.698,C,13.10526882,32723.564,-0.054945688,CB
1055,34626.11,33235.68,33200,34682.29,3751.329576,34264.602,B,-69.66599436,32540.142,-0.020927449,BA
1056,33235.67,32876.24,32538.23,33483.11,6645.434044,33992.566,A,-138.1780808,32203.492,-0.020463046,AA
1057,32875.7,32822.56,32001,33058.46,4716.635463,33644.652,A,-174.3334501,31917.448,-0.027575911,AA
1058,32822.55,32210.83,32168,33000,2092.093036,33154.286,A,-223.5290377,31691.192,-0.0161324,AA
1059,32205.32,32472.51,31230.37,32681.53,6248.299275,32723.564,A,-222.070614,31580.616,-0.027466124,AB
1060,32472.44,32318.57,32199.92,32791.45,2334.76315,32540.142,B,-214.9574439,31465.638,-0.02639139,BB
1061,32314.48,31192.99,31000.05,32459.59,5601.174437,32203.492,B,-266.1907357,31720.466,0.016910081,BB
1062,31196.45,31392.34,31091.57,32064.33,3911.864046,31917.448,B,-266.1480859,31819.19,0.013597266,BB
1063,31392.33,31079.55,31038,32200.02,6526.167197,31691.192,B,-266.0458781,31847.804,0.024718955,BB
1064,31079.54,31919.63,31033,32014.69,2498.317013,31580.616,B,-191.7318559,31646.662,-0.008551728,BC
1065,31919.63,31743.68,31436.82,32100,1580.801185,31465.638,C,-139.2026352,31469.924,-0.008623953,CC
1066,31750.18,32467.13,31615.11,32711,2019.865744,31720.466,C,-45.36649692,30883.87,-0.048765012,CC
1067,32466.32,31885.96,31870.17,32549.92,1276.938593,31819.19,C,-13.71342946,30517.964,-0.04290277,CB
1068,31891.19,31222.62,31200,32138.96,1685.771793,31847.804,B,-27.90745397,30415.836,-0.025839728,BA
1069,31218.82,30913.92,30061.17,31239.04,5227.696869,31646.662,A,-47.39757027,30422.406,-0.015899439,AA
1070,30908.46,30859.99,30612.76,31555,3019.922526,31469.924,A,-52.81861534,30435.402,-0.013758527,AA
1071,30855.76,29536.86,29230.51,30878.11,8238.598011,30883.87,A,-130.0142536,30888.624,0.045765325,AA
1072,29533.31,30056.43,28800,30254.58,6854.503535,30517.964,A,-130.2569555,31184.314,0.037525548,AB
1073,30056.42,30711.98,29788.8,30835.94,4093.187682,30415.836,B,-73.2795171,31209.036,0.016184434,BB
1074,30710.23,30946.77,30300,31042.6,2839.593944,30422.406,B,-10.10935609,31324.276,0.012198559,BC
1075,30945.05,30924.97,30766.89,31388,3261.879365,30435.402,C,37.27886615,31421.896,0.016068763,CB
1076,30924.96,31802.97,30703.1,31923.48,3037.690089,30888.624,B,129.6292738,31337.492,-0.014636306,BC
1077,31802.97,31534.88,31493.91,32070.9,2521.114561,31184.314,C,171.8837096,31371.888,-0.005168626,CB
1078,31540.72,30835.59,30617.14,31863.51,3444.132594,31209.036,B,152.6139791,31515.974,0.022064893,BB
1079,30834.48,31522.97,30498.47,31641.5,2924.095511,31324.276,B,183.9384458,31639.274,0.0036895,BB
1080,31524.39,31413.07,31257.84,31800,2196.157584,31421.896,B,194.0325151,31857.984,0.01416334,BB
1081,31411.48,31380.95,31053.5,31733.13,2162.457333,31337.492,B,194.8121331,32073.258,0.02206141,BC
1082,31380.95,31706.86,31372.25,32000,2311.416429,31371.888,C,212.1173868,32208.314,0.015815316,CB
1083,31715.95,31556.02,31334.58,31991.07,1793.414992,31515.974,B,207.964889,32362.69,0.02556311,BB
1084,31552.02,32139.47,31350.58,32300,2885.693198,31639.274,B,236.9674474,32588.672,0.013976646,BC
1085,32138.16,32506.62,32130,32556.48,2277.93193,31857.984,C,270.8867332,32805.832,0.009204648,CC
1086,32506.62,32457.32,32258.62,32736.99,1770.200042,32073.258,C,278.9153518,33014.638,0.017170795,CB
1087,32457.33,32382.14,31956,32641.56,2425.56692,32208.314,B,268.0080226,33195.438,0.025115635,BB
1088,32382.01,32327.9,32078.17,32509.69,980.112707,32362.69,B,246.5292859,33302.562,0.030149252,BB
1089,32327.91,33269.38,32188.41,33320,2183.476753,32588.672,B,282.5331806,33240.304,-0.000873957,BC
1090,33269.38,33592.42,33097.34,33616.36,1532.397897,32805.832,C,312.5673452,33061.96,-0.015791062,CC
1091,33592.42,33501.35,33305,33809.97,1425.362101,33014.638,C,310.1454211,32903.786,-0.017837013,CC
1092,33501.35,33286.14,33187.69,33652.19,1044.800656,33195.438,C,278.8784017,32698.606,-0.01765101,CB
1093,33286.14,32863.52,32812.91,33600,1038.212988,33302.562,B,217.2988623,32598.836,-0.008054037,BA
1094,32862.36,32958.09,32608.62,33170.8,1639.844593,33240.304,A,172.4587133,32523.032,-0.01320034,AA
1095,32961.83,32700.7,32400,32974.58,1675.558636,33061.96,A,117.6067513,32653.818,-0.00143367,AA
1096,32700.7,32710.48,32245,32939.98,1513.658815,32903.786,A,76.1371251,32675.948,-0.001055686,AB
1097,32710.49,32260.24,32052.6,32861.25,1670.863811,32698.606,B,15.69826042,32810.446,0.017055236,BA
1098,32260.24,32364.67,32200.92,32620.99,904.77501,32598.836,A,-18.09988622,32925.874,0.017340019,AB
1099,32364.67,32579.07,32303.69,32809.72,1121.43445,32523.032,B,-26.36911042,32900.016,0.009851294,BB
1100,32576.2,33354.63,32260.48,33374.54,1856.627704,32653.818,B,17.66820655,32698.002,-0.019686262,BC
1101,33354.64,32821.13,32784.38,33455.99,1381.869986,32675.948,C,8.600320841,32463.218,-0.010904926,CB
1102,32828.07,32932.73,32677.27,33152.66,968.7925887,32810.446,B,7.871649525,32196.672,-0.022350349,BB
1103,32931.59,32941.81,32612.49,33005.69,960.0433022,32925.874,B,5.84750641,31981.994,-0.029136711,BB
1104,32945.54,32449.78,32350.1,33114.01,1831.498931,32900.016,B,-28.87550157,31837.088,-0.018881237,BA
1105,32449.78,32344.56,32183.26,32522.51,1605.286945,32698.002,A,-57.52216346,31743.49,-0.018583341,AA
1106,32344.56,31647.21,31522,32542.35,2622.072766,32463.218,A,-118.5158326,31838.484,0.006043945,AA
1107,31647.03,31600,31473.5,31999,1127.413123,32196.672,A,-154.8260528,31966.004,0.011582405,AB
1108,31605.43,31868.42,31390,32290,1806.896198,31981.994,B,-153.2660746,32025.91,0.004941883,BB
1109,31868.42,31725.25,31648.03,31984.35,1055.051838,31837.088,B,-153.9689541,32149.418,0.013370044,BB
1110,31717.43,31876.57,31612,32182.33,1076.387319,31743.49,B,-136.9087127,32212.032,0.01052378,BB
1111,31874.51,32122.18,31760.16,32332.87,1444.808288,31838.484,B,-103.2798071,32256.584,0.004184149,BC
1112,32120.76,32237.6,32048.04,32412.52,830.539183,31966.004,C,-69.10189271,32217.996,-0.00060811,CB
1113,32237.59,32167.95,31824.54,32352.62,856.2741783,32025.91,B,-48.0247708,32198.72,0.000956542,BC
1114,32172.5,32342.79,32138.47,32500,808.4755837,32149.418,C,-20.55163058,32105.528,-0.007335854,CB
1115,32342.79,32189.64,32025.23,32395.38,632.3657264,32212.032,B,-11.39449164,32040.244,-0.004641121,BB
1116,32191.19,32344.94,31812.5,32447.22,887.3278848,32256.584,B,5.513028934,31990.436,-0.010960107,BB
1117,32344.94,32044.66,31974.33,32519.67,629.2547184,32217.996,B,-2.694598184,32079.704,0.001093599,BA
1118,32047.08,32071.57,31834.64,32117.61,549.5109002,32198.72,A,-5.327012982,32227.094,0.004849279,AA
1119,32072.93,31876.83,31570.24,32081.57,952.0625622,32105.528,A,-18.46004102,32426.166,0.017233081,AB
1120,31873.21,31863.22,31757.25,32087.12,614.5893069,32040.244,B,-25.88482736,32603.298,0.023226717,BB
1121,31862.47,32095.9,31782.38,32300.8,945.3370311,31990.436,B,-13.56592964,32744.134,0.020196785,BB
1122,32095.89,32491,32024.25,32491,1473.50518,32079.704,B,20.87833423,32771.676,0.008638577,BC
1123,32486.66,32808.52,32348.95,32882.78,2276.97554,32227.094,C,62.38616343,32737.954,-0.002150844,CC
1124,32810.88,32872.19,32691.29,32983.41,1596.595832,32426.166,C,89.80308489,32703.458,-0.005132971,CC
1125,32873.06,32748.88,32570.01,33086.94,1445.282915,32603.298,C,94.81355186,32719.772,-0.000888824,CB
1126,32754.08,32800.08,32510.5,32844.57,821.0701824,32744.134,B,96.43815154,32633.03,-0.005092975,BB
1127,32789.05,32628.71,32570.41,33017.4,984.0286426,32771.676,B,81.4316915,32553.388,-0.002308458,BB
1128,32628.68,32639.91,32542.34,32760,971.1131493,32737.954,B,68.25346044,32436.04,-0.006246034,BA
1129,32643,32699.71,32470.17,32722.07,1060.294938,32703.458,A,59.85792756,32286.658,-0.012631672,AB
1130,32699.71,32830.45,32699.71,32900.01,1166.181992,32719.772,B,59.2910017,32066.552,-0.023267972,BB
1131,32830.45,32366.37,32216.82,32946.99,1790.738474,32633.03,B,25.56545526,31963.748,-0.012439517,BA
1132,32366.38,32230.5,32111.22,32417.26,1116.344226,32553.388,A,-6.2879967,31884.018,-0.010750128,AA
1133,32230,32053.17,31939,32353.82,1180.508613,32436.04,A,-37.92979424,31732.282,-0.010011116,AA
1134,32057.39,31952.8,31859.42,32263.12,1043.024774,32286.658,A,-62.78235851,31675.716,-0.008671666,AB
1135,31952.58,31729.92,31511.73,32150.01,2579.617353,32066.552,B,-89.75195869,31711.276,-0.000587584,BA
1136,31729.99,31852.35,31644.14,31980.81,1417.687336,31963.748,A,-94.39324462,31765.306,-0.002732734,AB
1137,31850.76,31831.85,31778.31,31940.77,535.0906596,31884.018,B,-93.70258924,31852.36,0.000644323,BB
1138,31830.26,31294.49,30915.05,31837.04,2404.238677,31732.282,B,-122.4774122,32110.844,0.02608619,BB
1139,31294.49,31669.97,31231.76,31776.71,974.928421,31675.716,B,-109.6777354,32350.58,0.021490706,BB
1140,31670,31907.72,31578.21,31987.17,846.4612929,31711.276,B,-80.0305768,32524.316,0.019324352,BB
1141,31911.45,32122.5,31658.27,32336.33,946.9433974,31765.306,B,-42.66138195,32812.296,0.02147392,BC
1142,32122.5,32267.12,32020.32,32367.14,1339.302261,31852.36,C,-6.791332697,33034.214,0.02377324,CC
1143,32267.12,32586.91,32180.48,32830,3428.880328,32110.844,C,37.45313288,33183.628,0.018311586,CC
1144,32586.9,32868.65,32412.58,32900,2006.761648,32350.58,C,82.11352701,33309.666,0.013417527,CC
1145,32871.81,32776.4,32644.83,33000,1488.257587,32524.316,C,100.639124,33427.208,0.019855994,CB
1146,32771.42,33562.4,32582.89,33677,2867.766814,32812.296,B,157.6312804,33404.664,-0.004699783,BC
1147,33562.39,33376.71,33313.76,33787.06,2417.870445,33034.214,C,173.3756486,33325.494,-0.001534483,CC
1148,33376.71,33333.98,33189.87,33460.97,1023.194103,33183.628,C,171.1695716,33283.666,-0.001509391,CB
1149,33333.99,33498.84,33150,33565.12,1185.93234,33309.666,B,170.6859282,33219.934,-0.008325841,BB
1150,33498.85,33364.11,33043.91,33567.16,1266.062793,33427.208,B,151.7990646,33382.244,0.000543518,BB
1151,33358.99,33449.68,33193.57,33500,1404.381856,33404.664,B,136.0805502,33599.8,0.004487935,BB
1152,33450.74,32980.86,32852.76,33545.3,1487.736984,33325.494,B,87.48185654,33897.41,0.027790361,BA
1153,32982.22,33124.84,32737.03,33180,1723.998625,33283.666,A,59.73020281,34164.432,0.031384061,AB
1154,33124.85,33180.18,33041.37,33342.3,1019.119462,33219.934,B,40.70692246,34311.154,0.034085831,BB
1155,33180.18,34175.66,33046.1,34310,3172.917485,33382.244,B,88.0564084,34233.108,0.001680962,BC
1156,34175.67,34537.46,34100.01,34686.03,2924.061872,33599.8,C,133.8842445,34059.168,-0.0138485,CC
1157,34537.98,34468.91,34359.34,34851,2102.757705,33897.41,C,148.5868882,33845.936,-0.018073505,CC
1158,34467.87,34459.95,34215.7,34594.03,1505.957832,34164.432,C,146.4743624,33646.818,-0.023596436,CB
1159,34463.18,33913.79,33601,34642.19,3722.557314,34311.154,B,99.31646258,33407.178,-0.01493823,BA
1160,33914.06,33785.43,33703,34247.26,1373.308818,34233.108,A,52.8337476,33142.762,-0.019022046,AA
1161,33785.42,33667.76,33512.86,34024.34,1359.103909,34059.168,A,9.772718172,32860.266,-0.023984191,AA
1162,33667.76,33402.75,33365.23,33796.03,931.0541761,33845.936,A,-38.31150331,32674.9,-0.021790122,AA
1163,33407.63,33464.36,33059.56,33470,1900.70356,33646.818,A,-66.09206489,32531.494,-0.027876403,AA
1164,33464.35,32715.59,32173.95,33464.36,2924.55024,33407.178,A,-131.2563041,32451.146,-0.008083119,AA
1165,32715.63,32463.35,31906.16,32728.91,1736.214336,33142.762,A,-184.4493467,32261.29,-0.00622425,AA
1166,32462.02,32255.28,32202.18,32652.51,1275.257102,32860.266,A,-224.1113846,32209.912,-0.001406529,AA
1167,32254.2,32475.92,31750,32680,2303.297783,32674.9,A,-225.3432354,32126.068,-0.010772659,AB
1168,32478.78,32747.33,32213.76,32830.69,1771.663012,32531.494,B,-198.6695881,31893.89,-0.026061361,BB
1169,32755.33,32313.85,32232.45,32757.26,1093.7409,32451.146,B,-200.4352169,31759.076,-0.017168304,BB
1170,32313.86,31514.07,31464.78,32364.64,2903.388298,32261.29,B,-242.8530536,31834.358,0.010163333,BA
1171,31514.08,31998.39,31428.78,32180.87,1504.288457,32209.912,A,-226.0255202,31796.352,-0.006314005,AB
1172,31998.4,32056.7,31780,32310.9,989.1585885,32126.068,B,-199.6180688,31834.57,-0.006929285,BB
1173,32056.67,31586.44,31313.13,32069.93,1720.715519,31893.89,B,-201.8675652,31874.694,0.009125878,BA
1174,31586.44,31639.78,31106.98,31752.33,2994.701847,31759.076,A,-188.0857333,31806.054,0.00525522,AB
1175,31642.7,31890.48,31524.65,31973.7,1449.268128,31834.358,B,-151.9545021,31772.234,-0.003707878,BB
1176,31890.47,31808.36,31367.55,32096.11,1904.67628,31796.352,B,-124.6026192,31660.564,-0.004646451,BC
1177,31808.36,32247.79,31808.36,32475.64,1995.52132,31834.57,C,-70.61919537,31562.482,-0.021251317,CB
1178,32241.68,31787.06,31627.18,32247.79,1630.8764,31874.694,B,-60.05869082,31600.954,-0.005854772,BB
1179,31793.77,31296.58,31228.09,31970.76,1979.237269,31806.054,B,-79.03011949,31778.462,0.015397273,BB
1180,31296.57,31721.38,31201.08,31925,1655.959792,31772.234,B,-56.92592118,31880.53,0.005017121,BB
1181,31723.53,31250.01,30820,31784.51,2926.173044,31660.564,B,-67.29678433,32070.876,0.026267704,BB
1182,31249.16,31757.38,31242.92,31880,1749.200245,31562.482,B,-34.86444582,32114.286,0.011238522,BB
1183,31753.45,31979.42,31276.2,32120.24,4711.755656,31600.954,B,4.566322605,32115.302,0.004249045,BC
1184,31979.42,32184.12,31906.44,32222,1647.611217,31778.462,C,45.19953941,32228.47,0.001378009,CC
1185,32184.62,32231.72,31904.87,32333,1541.3988,31880.53,C,74.32759331,32276.114,0.001377339,CC
1186,32226.52,32201.74,32039.49,32399,1902.054494,32070.876,C,89.5971113,32302.782,0.003137781,CB
1187,32201.74,31974.43,31847.88,32390.91,662.3494983,32114.286,B,82.58256457,32323.532,0.010918162,BB
1188,31983.38,31984.5,31891.8,32326.87,550.8999198,32115.302,B,76.92932658,32287.238,0.009465147,BB
1189,31984.5,32749.96,31907.03,32750,913.1053593,32228.47,B,120.4575702,32096.104,-0.019965093,BC
1190,32749.96,32469.94,32469.93,32913.34,1167.123807,32276.114,C,125.5353529,31974.222,-0.015266982,CB
1191,32469.94,32335.08,31888,32548.48,1652.408723,32302.782,B,115.2245974,31808.31,-0.016290976,BB
1192,32332.89,32078.18,31952.69,32450,1065.357846,32323.532,B,87.7581833,31725.01,-0.011009665,BA
1193,32080.77,31803.03,31769.55,32254.47,970.1159518,32287.238,A,49.61407858,31713.32,-0.0028208,AA
1194,31803.03,31794.29,31567.6,31931.41,1064.303537,32096.104,A,23.66556451,31586.924,-0.006522115,AA
1195,31799.95,31860.53,31500,32017.23,969.0887827,31974.222,A,11.4523842,31454.124,-0.012755783,AB
1196,31860.53,31505.52,31368,31912.23,1593.203942,31808.31,B,-18.42081309,31428.482,-0.002445222,BA
1197,31502.78,31661.68,31350.4,31715.86,772.5957583,31725.01,A,-25.13330456,31225.228,-0.013784865,AB
1198,31661.67,31744.58,31545.69,31886.72,991.5149787,31713.32,B,-21.59523259,31028.74,-0.022549991,BB
1199,31744.01,31162.31,31121.36,31747.84,1980.636161,31586.924,B,-54.21815315,30850.152,-0.010017165,BA
1200,31162.32,31196.53,30616.9,31296.85,3605.511409,31454.124,A,-68.32941018,30525.036,-0.021524638,AA
1201,31196.53,31377.31,31082.84,31400,947.9560765,31428.482,A,-60.58932636,30315.01,-0.033855675,AB
1202,31377.32,30645.41,30567.85,31615.15,2072.088178,31225.228,B,-97.6660035,30293.056,-0.011497774,BA
1203,30641.31,30762.14,30344.34,30882,2790.748225,31028.74,A,-106.5091529,30243.562,-0.01685767,AB
1204,30762.14,30269.37,30234.83,31052.63,2879.918691,30850.152,B,-135.8466117,30134.726,-0.004448193,BA
1205,30270,29570.95,29231.31,30500,6858.935951,30525.036,A,-189.3060692,30365.612,0.026873063,AB
1206,29570.95,30327.18,29389.1,30446.9,3569.481812,30315.01,B,-161.8184636,30605.306,0.009170849,BB
1207,30327.17,30535.64,30200,30943.99,3422.448752,30293.056,B,-119.6243374,30690.4,0.005068176,BB
1208,30538.51,30514.67,30095.11,30846.9,1993.965347,30243.562,B,-84.79337343,30689.666,0.005734815,BB
1209,30509.85,29725.19,29500,30533.39,1831.717459,30134.726,B,-105.2546451,30817.202,0.036736922,BB
1210,29725.6,30725.38,29708.68,30868.96,2273.074274,30365.612,B,-44.84695026,30807.378,0.002668738,BC
1211,30725.37,31525.65,30512.02,31562.81,2602.95402,30605.306,C,50.42496292,30677.336,-0.026908692,CC
1212,31526.27,30961.11,30742.48,31647.05,1591.803948,30690.4,C,75.34086712,30681.878,-0.009018798,CB
1213,30962.8,30511,30326.59,31046.5,975.6722691,30689.666,B,61.98379324,30860.296,0.011448199,BA
1214,30511,30362.87,30073.97,30708.71,1712.178436,30817.202,A,44.46854258,31048.286,0.022574151,AA
1215,30366.93,30676.26,29832.71,30719.56,1862.490532,30807.378,A,54.61698106,31259.35,0.019007858,AB
1216,30674.71,30875.44,30374.77,30900,1307.239867,30677.336,B,74.1593875,31397.726,0.016915905,BC
1217,30875.44,30983.82,30790.71,31210.17,1402.564822,30681.878,C,92.60163771,31434.916,0.014559083,CC
1218,30980.12,31403.09,30919.73,31500,1528.251848,30860.296,C,129.0167737,31367.704,-0.001126832,CC
1219,31404.29,31302.82,31040.61,31590.09,1170.954411,31048.286,C,141.3381404,31400.844,0.003131475,CB
1220,31302.24,31731.58,31031.15,31799.99,1800.91427,31259.35,B,171.3514132,31352.568,-0.011944315,BC
1221,31731.58,31567.32,31520.01,31874.62,1474.572956,31397.726,C,172.6445893,31326.878,-0.007616801,CB
1222,31569.99,31169.77,31049.7,31597.61,1284.958482,31434.916,B,140.5872599,31387.87,0.006997164,BA
1223,31168.6,31067.03,31000,31300,1335.142744,31367.704,A,107.8006366,31529.626,0.014890255,AB
1224,31065.2,31468.52,30803.25,31488.06,1527.101397,31400.844,B,108.2087163,31600.624,0.004197973,BB
1225,31475.26,31490.2,31025.64,31581.16,1451.412997,31352.568,B,104.9159839,31687.418,0.006262837,BB
1226,31490.21,31438.87,31188,31600,1205.638418,31326.878,B,94.57781237,31885.112,0.014193958,BB
1227,31439.99,31474.73,31275.03,31712.99,1486.385586,31387.87,B,85.71434024,32045.334,0.018128956,BB
1228,31474.73,31775.81,31161.37,31834.21,1771.671681,31529.626,B,94.97017946,32217.002,0.013884524,BC
1229,31775.81,31823.51,31624.14,32163.44,2189.340853,31600.624,C,98.71106971,32363.438,0.016966325,CC
1230,31826.94,31924.17,31683.7,32200,1864.448689,31687.418,C,101.9539941,32493.398,0.017830628,CB
1231,31924.16,32427.34,31651,32432,2461.138554,31885.112,B,130.1696778,32643.934,0.006679364,BC
1232,32427.34,32275.84,32163.35,32476.06,1367.693214,32045.334,C,130.4824975,32878.766,0.018680412,CB
1233,32275.84,32634.15,32092.34,32676.84,1725.639453,32217.002,B,145.5274312,33022.008,0.011885035,BC
1234,32634.15,32555.69,32462.65,32735,1198.968126,32363.438,C,140.8121608,33339.84,0.024086419,CB
1235,32555.69,32573.97,32402.43,32886.03,1164.43847,32493.398,B,129.811541,33605.86,0.031678362,BB
1236,32575,33180.02,32568.55,33280.12,1676.635062,32643.934,B,152.6622981,33761.914,0.017537482,BC
1237,33180.01,33450,33060.11,33472.03,1299.523594,32878.766,C,173.7374174,33816.914,0.010969028,CC
1238,33450,33350.36,33035.67,33749,2800.36412,33022.008,C,168.6105412,33760.222,0.012289582,CC
1239,33350.37,34144.85,33320.35,34300,3639.913136,33339.84,C,204.0065114,33528.574,-0.018048871,CC
1240,34144.84,33904.07,33664.82,34300,1890.512517,33605.86,C,196.4124164,33241.708,-0.019536357,CC
1241,33906.01,33960.29,33769.74,34191.98,1627.28272,33761.914,C,180.777259,32903.952,-0.031105094,CB
1242,33960.29,33725,33500,34110,2560.216331,33816.914,B,141.9062251,33398.086,-0.009693521,BB
1243,33725,33066.9,32797.22,33931.33,4373.039675,33760.222,B,63.2028984,34161.4,0.033099565,BA
1244,33066.9,32986.61,32758.15,33181.09,1678.305367,33528.574,A,0.389652785,34885.842,0.057575847,AA
1245,32986.6,32469.74,32331.42,32990.3,4394.738452,33241.708,A,-77.03362747,35795.89,0.102438455,AA
1246,32469.73,32271.51,31921,32615.86,2691.913948,32903.952,A,-139.0451025,36909.516,0.143718283,AB
1247,32272.24,36195.67,32012.99,36514.39,13551.48099,33398.086,B,75.2521985,37322.168,0.031122452,BB
1248,36207.11,36883.47,33484.65,37910,18888.92684,34161.4,B,244.7922192,37355.536,0.01279885,BC
1249,36877.02,36608.82,35502.04,37149.99,6331.602485,34885.842,C,315.4124342,37457.442,0.023180807,CC
1250,36598.69,37019.98,36425.77,37200,3830.341558,35795.89,C,363.3775062,37260.632,0.006500598,CB
1251,37019.99,37839.64,36523.06,37888,4129.971973,36909.516,B,419.86967,36841.23,-0.026385293,BB
1252,37839.64,38258.93,37065.8,38538,4919.773095,37322.168,B,452.2373913,36228.896,-0.053060397,BB
1253,38258.94,37050.31,36443.42,38429.89,7233.562641,37355.536,B,362.8674562,35685.648,-0.036832674,BA
1254,37045.51,37118.35,36772.95,37492.9,2500.225693,37457.442,A,282.5260467,35178.482,-0.052261698,AB
1255,37118.83,36035.93,35822,37536.77,5171.55841,37260.632,B,137.991568,34898.578,-0.031561611,BA
1256,36036.11,35742.63,35555,36420.81,2877.219395,36841.23,A,10.84413749,34647.626,-0.030635798,AA
1257,35744,35197.26,34593,35999,3668.745539,36228.896,A,-114.8513841,34459.568,-0.020958791,AA
1258,35197.27,34334.07,33519.5,35346.58,4293.423671,35685.648,A,-253.0684707,34441.076,0.003116613,AA
1259,34338.83,34582.52,33872.44,34963.3,2274.206285,35178.482,A,-320.3692017,34347.768,-0.006788169,AA
1260,34578.89,34636.41,34127.9,34812.66,1550.481372,34898.578,A,-351.3790977,34193.332,-0.012792261,AB
1261,34642.38,34487.87,34250,35342.05,1581.275726,34647.626,B,-370.134757,33950.618,-0.015577999,BB
1262,34487.87,34256.97,33707.78,34655.14,2298.229087,34459.568,B,-384.6389064,33798.532,-0.013382328,BB
1263,34267.26,34241.61,34214.37,34869.09,2664.625338,34441.076,B,-381.0860312,33652.274,-0.017211107,BB
1264,34241.63,34115.98,33900,34934.5,2657.614241,34347.768,B,-372.5702119,33591.078,-0.01538581,BB
1265,34115.98,33864.23,33682.72,34437.21,2399.648214,34193.332,B,-368.5896496,33627.45,-0.006992039,BA
1266,33858.51,33274.3,32837.11,34000,5044.736605,33950.618,A,-388.4021334,33750.106,0.014299504,AA
1267,33274.45,33496.54,33130,33658.22,2089.616307,33798.532,A,-369.3729954,33901.616,0.01209307,AB
1268,33501.41,33510.32,33170.98,33994.69,1955.419386,33652.274,B,-339.4577746,34058.956,0.01637215,BB
1269,33510.31,33810,33143.57,33858,1922.088793,33591.078,B,-285.2684102,34029.088,0.006479976,BB
1270,33810,34046.09,33406.74,34200,2197.162412,33627.45,B,-222.1131599,33970.064,-0.002233032,BC
1271,34045.17,33887.58,33777.36,34365.92,1949.674139,33750.106,C,-181.3251777,34040.02,0.004498403,CB
