ind,open,close,low,high,volume,ma5,kf,macd,pjsp5,pjsp5bl,lrkf
481,26832.54,26715.82,26557.15,26920,1788.571977,26908.234,A,-48.04344438,27077.954,0.01355504,AA
482,26715.2,26857.39,26600,26890,1323.845498,26869.242,A,-44.34251066,27120.318,0.009789782,AB
483,26857.4,27097.52,26710.06,27143.06,1761.905364,26888.496,B,-25.21156548,27128.826,0.001155309,BC
484,27097.51,27242.49,27097.51,27500,2758.496792,26949.154,C,-3.427690426,27083.654,-0.005830451,CC
485,27242.48,27280.44,27135.01,27351.85,850.2726515,27038.732,C,12.05508896,27026.17,-0.009320597,CB
486,27280.44,26911.93,26820.05,27318.34,1368.856377,27077.954,B,-3.189972844,27016.992,0.003903919,BA
487,26911.93,27069.21,26720,27160,1927.534975,27120.318,A,-3.333518826,26929.48,-0.005161953,AB
488,27069.2,27140.06,27025,27238.09,758.2739211,27128.826,B,0.487634742,26879.942,-0.009584282,BB
489,27139.28,27016.63,26890.01,27228,1004.314018,27083.654,B,-5.80613315,26891.454,-0.004633294,BB
490,27019.85,26993.02,26936.17,27196.73,819.2276458,27026.17,B,-11.72629559,26855.678,-0.005088056,BB
491,26993.02,26866.04,26671,27097.88,1335.725714,27016.992,B,-23.67204998,26848.336,-0.000658973,BA
492,26866.04,26631.65,26627.06,26957.72,752.3902028,26929.48,A,-45.56901436,26894.066,0.009853539,AB
493,26631.65,26892.37,26433.01,26935.43,1276.205418,26879.942,B,-40.85470479,26805.092,-0.003245456,BB
494,26892.37,27074.19,26834.73,27162.74,1146.672849,26891.454,B,-24.65019369,26686.984,-0.014301665,BB
495,27074.19,26814.14,26758.15,27110.17,1193.917403,26855.678,B,-30.23624246,26614.478,-0.007446146,BA
496,26812.46,26829.33,26637.04,26857.94,1237.188306,26848.336,A,-31.55327379,26519.476,-0.011549077,AB
497,26829.33,26860.3,26727.47,26946.13,657.3686847,26894.066,B,-29.0465677,26434.714,-0.015844425,BB
498,26860.31,26447.5,26438,26865.68,2186.381764,26805.092,B,-52.52878443,26477.588,0.00113765,BA
499,26446.93,26483.65,26206,26582.4,2471.422974,26686.984,A,-62.29871398,26499.112,0.000583832,AA
500,26483.65,26451.61,25888.88,26498.64,3713.614608,26614.478,A,-67.17162687,26557.158,0.00399023,AA
501,26452.23,26354.32,26266.45,26518.86,1594.265838,26519.476,A,-72.73074326,26662.322,0.011686964,AA
502,26354.32,26436.49,26147.24,26460.44,1326.56778,26434.714,A,-66.81005463,26753.94,0.012008024,AB
503,26436.5,26661.87,26432.56,26766.44,2387.358848,26477.588,B,-44.71281764,26797.18,0.005075038,BC
504,26662.03,26591.27,26531.59,26749,1141.414025,26499.112,C,-32.42164977,26812,0.008300845,CC
505,26591.27,26741.84,26589.86,26870.1,1563.682379,26557.158,C,-12.73261118,26787.04,0.001690235,CB
506,26741.87,26880.14,26577.08,26909.42,1304.023972,26662.322,B,9.807114972,26696.576,-0.006828982,BC
507,26880.13,26894.58,26850.01,27114.52,2279.844986,26753.94,C,25.02521894,26641.3,-0.009417511,CB
508,26894.58,26878.07,26742.62,26974.81,858.9840365,26797.18,B,32.82431958,26584.678,-0.010915665,BB
509,26879.99,26665.37,26600,26901,1176.287088,26812,B,22.96929018,26639.026,-0.000987948,BA
510,26665.37,26617.04,26427.55,26734.66,1646.910843,26787.04,A,13.00296877,26715.116,0.003684707,AA
511,26617.04,26427.82,26242.37,26623.32,2586.564136,26696.576,A,-5.531564331,26812.698,0.014563365,AA
512,26427.83,26618.2,26244.19,26624.43,1383.584825,26641.3,A,-4.22708294,26898.566,0.010532868,AC
513,26618.19,26594.96,26570.11,26745.74,1486.429262,26584.678,C,-4.179369647,27056.684,0.017361335,CB
514,26594.97,26937.11,26542.47,26940,1526.543646,26639.026,B,18.40598635,27195.33,0.009586032,BC
515,26937.1,26997.49,26790,27010,1179.037157,26715.116,C,35.90968439,27319.468,0.01192622,CC
516,26997.49,26915.73,26821.73,27202.73,1429.685216,26812.698,C,40.15783672,27538.458,0.023136211,CC
517,26915.74,27047.54,26901.36,27131.73,661.0588192,26898.566,C,49.41298527,27742.044,0.02567716,CB
518,27048.4,27385.55,26945.07,27413.14,1631.87058,27056.684,B,74.36783196,27844.934,0.016774686,BC
519,27385.55,27630.34,27379.15,27834.93,2897.721911,27195.33,C,101.736189,27921.804,0.010548694,CC
520,27630.34,27618.18,27529.65,27734.72,1012.045582,27319.468,C,112.5527671,28073.56,0.016488415,CC
521,27618.19,28010.68,27499.87,28026.76,2501.55352,27538.458,C,137.9959131,28148.028,0.004903415,CC
522,28012.91,28065.47,27813.89,28240,2489.500094,27742.044,C,149.406553,28082.374,0.000602306,CB
523,28066.89,27900,27712.22,28206.64,2293.476948,27844.934,B,137.0267189,28072.908,0.006197419,BB
524,27900,28014.69,27826.34,28155.36,1209.408465,27921.804,B,127.9512931,28039.386,0.000881538,BB
525,28014.68,28376.96,27931.52,28568,2964.746815,28073.56,B,136.9311055,27931.69,-0.015691251,BC
526,28372.54,28383.02,28268.58,28597.77,1446.696765,28148.028,C,133.712271,27827.472,-0.019573252,CB
527,28386.45,27737.2,27500,28579.18,3919.100029,28082.374,B,81.11008176,27853.138,0.004179874,BA
528,27737.2,27852.67,27350.8,27902.45,2280.871672,28072.908,A,48.71173905,27920.338,0.002429498,AA
529,27852.67,27847.08,27747.45,28062.97,991.4147795,28039.386,A,22.83836034,27981.712,0.00483469,AA
530,27846.93,27838.48,27600,27948.24,955.542239,27931.69,A,2.166883494,28045.652,0.007441929,AB
531,27838.48,27861.93,27578.06,27950,1018.705465,27827.472,B,-12.1200917,28120.744,0.009289163,BB
532,27858.85,27865.53,27768.5,28168,1656.213972,27853.138,B,-22.89559458,28249.172,0.013767619,BB
533,27868.89,28188.67,27868.88,28189.08,981.0038565,27920.338,B,-10.460825,28366.492,0.006308279,BC
534,28188.67,28153.95,28015.11,28300,1374.616764,27981.712,C,-6.944104292,28492.706,0.012032273,CB
535,28153.95,28158.18,27900.32,28260.18,2229.45582,28045.652,B,-6.699871142,28635.698,0.016958411,BB
536,28156.6,28237.39,28047.8,28310.42,1085.312278,28120.744,B,-3.719254102,28729.654,0.017433056,BC
537,28237.4,28507.67,28232.43,28528.56,1238.601211,28249.172,C,13.02234443,28801.72,0.010314768,CC
538,28507.67,28775.27,28454.12,28888,2195.99512,28366.492,C,37.31072542,28869.052,0.003259118,CC
539,28776.34,28785.02,28604.82,28998,1092.420472,28492.706,C,48.51562307,28860.554,0.002624073,CB
540,28783.09,28873.14,28529.71,28980,1006.10775,28635.698,B,55.82348099,28829.926,-0.001496685,BB
541,28873.14,28707.17,28560.39,28901.33,823.4313778,28729.654,B,43.96299669,28892.916,0.00647037,BB
542,28707.17,28868,28635,28910.18,931.351099,28801.72,B,41.46532502,28923.778,0.001932174,BC
543,28868,29111.93,28865.96,29306.8,2635.673739,28869.052,C,50.17575498,28894.826,-0.007457561,CB
544,29111.92,28742.53,28135.95,29173.6,4802.576495,28860.554,B,26.19894233,28917.76,0.006096541,BA
545,28740.96,28720,28611.4,28793.38,850.0002854,28829.926,A,5.068023779,29004.116,0.009892618,AB
546,28720.01,29022.12,28711.66,29150.57,1410.116823,28892.916,B,7.535427679,28984.996,-0.001279162,BB
547,29021.85,29022.31,28851.99,29192.97,1228.263254,28923.778,B,5.378815529,28978.25,-0.001518142,BB
548,29022.32,28967.17,28732.51,29024.6,1224.798773,28894.826,B,-3.106277875,29012.05,0.00154934,BB
549,28967.16,28857.2,28843.56,29072.26,1189.354765,28917.76,B,-18.60518078,29022.714,0.005735622,BB
550,28857.2,29151.78,28857.2,29293.27,1543.035091,29004.116,B,-11.82788463,28913.534,-0.008172606,BB
551,29154.99,28926.52,28780,29205,1722.513498,28984.996,B,-24.59159176,28830.83,-0.003308037,BB
552,28926.52,28988.58,28574.84,29077.03,1503.938469,28978.25,B,-30.54198616,28706.214,-0.009740594,BB
553,28988.58,29136.17,28952.32,29173.02,809.0442732,29012.05,B,-26.3820625,28634.808,-0.017207546,BB
554,29136.17,28910.52,28893.66,29139.7,856.4298984,29022.714,B,-39.86243219,28528.904,-0.013199901,BB
555,28911.3,28605.88,28400,28988.96,2591.283453,28913.534,B,-68.64283548,28522.362,-0.00291961,BA
556,28605.87,28513,27851,28628.29,5569.902484,28830.83,A,-91.83380771,28592.876,0.002801389,AA
557,28513,28365.5,28110.9,28518.68,1667.496701,28706.214,A,-113.5821367,28697.96,0.011720576,AB
558,28365.5,28779.14,28358.18,28833,2079.808028,28634.808,B,-97.21664107,28767.73,-0.000396468,BB
559,28779.15,28381,28316.19,28833,2099.863659,28528.904,B,-109.4043715,28881.528,0.017636024,BB
560,28379.8,28573.17,28356.53,28722.37,971.754941,28522.362,B,-100.9282502,28987.118,0.014487297,BB
561,28573.17,28865.57,28476.33,28893.83,1303.06909,28592.876,B,-73.31827878,28998.368,0.004600567,BC
562,28865.56,28890.92,28744.79,28999,883.129734,28697.96,C,-52.03834111,29018.056,0.004400552,CC
563,28894.69,29127.99,28860.77,29137.82,1081.203235,28767.73,C,-22.21139376,29073.312,-0.001877164,CC
564,29126.52,28949.99,28892.92,29155,1123.576803,28881.528,C,-15.02909765,29121.59,0.005927463,CB
565,28950,29101.12,28906.12,29145.52,613.4518238,28987.118,B,-1.37797602,29155.826,0.001879859,BB
566,29099.24,28921.82,28780,29110.58,721.5146997,28998.368,B,-5.472064204,29214.004,0.010102545,BA
567,28921.82,28989.36,28689.2,29027.1,1042.608289,29018.056,A,-4.708663169,29253.182,0.009100649,AB
568,28989.36,29404.27,28954.62,29476.61,2685.97775,29073.312,B,21.23837313,29207.03,-0.006707869,BC
569,29404.27,29191.38,29120.57,29456.92,1542.906798,29121.59,C,21.49670173,29186.754,-0.000158471,CC
570,29192.88,29272.3,29142.43,29339.2,641.5851388,29155.826,C,24.34157646,29132.934,-0.00476102,CB
571,29272.3,29212.71,29060.2,29376.47,1018.272802,29214.004,B,19.63601585,29130.15,-0.002826167,BA
572,29212.71,29185.25,29089.44,29229.65,657.91286,29253.182,A,12.45036899,29139.806,-0.001557088,AB
573,29185.25,29173.51,29090.85,29252,882.1940989,29207.03,B,5.061772371,29168.038,-0.000187567,BA
574,29173.52,29090,28820.16,29191.43,1131.526598,29186.754,A,-6.658437322,29195.852,0.003638776,AB
575,29090,29003.2,28876.1,29176.2,1164.690335,29132.934,B,-20.6740096,29287.364,0.009797677,BB
576,29003.2,29198.79,28981.72,29309.27,1407.97693,29130.15,B,-17.32496089,29312.472,0.003893381,BC
577,29198.8,29233.53,29158.14,29344.89,921.7444405,29139.806,C,-13.49325094,29303.948,0.002408809,CC
578,29233.47,29314.67,29220,29418.56,1039.956446,29168.038,C,-6.567989413,29301.366,-0.000453834,CC
579,29314.66,29229.07,29149.48,29619,2906.716324,29195.852,C,-8.692770819,29270.992,0.001434257,CB
580,29229.07,29460.76,29209.82,29469.59,1187.264447,29287.364,B,3.889959879,29193.268,-0.009079603,BB
581,29460.76,29324.33,29260.59,29538.15,985.818904,29312.472,B,1.530042286,29134.938,-0.006458528,BB
582,29324.33,29190.91,29011.18,29385.93,1501.559366,29303.948,B,-9.883323095,29136.83,-0.001852632,BB
583,29190.92,29301.76,29130.35,29364.93,851.3975296,29301.366,B,-10.76163985,29109.334,-0.006567046,BB
584,29301.77,29077.2,28937.1,29345,921.1901484,29270.992,B,-26.37130408,29146.86,0.002395691,BB
585,29077.2,29072.14,28631.09,29263.56,1883.397997,29193.268,B,-36.32792437,29197.916,0.004326341,BA
586,29069.32,29032.68,28957.96,29124.5,515.9483148,29134.938,A,-44.33191269,29231.034,0.006832094,AB
587,29032.68,29200.37,28885.1,29279.26,741.9333555,29136.83,B,-37.37157638,29263.702,0.002168877,BC
588,29200.37,29164.28,29147.5,29290,514.1410806,29109.334,C,-34.31634978,29295.708,0.004506472,CB
589,29164.27,29264.83,29114.02,29329.72,618.5409225,29146.86,B,-25.07067083,29312.744,0.001637255,BC
590,29264.19,29327.42,29230,29333.06,444.4576454,29197.916,C,-14.79498743,29316.678,-0.000366278,CB
591,29327.41,29198.27,28943.32,29334.8,1372.834003,29231.034,B,-16.6150636,29397.402,0.006819993,BB
592,29198.27,29363.71,29104.37,29413.1,985.194003,29263.702,B,-7.083201445,29466.392,0.003496901,BB
593,29363.72,29324.31,29190,29471.43,1131.408111,29295.708,B,-3.992106452,29551.564,0.007749679,BB
594,29324.31,29350.01,29256.05,29380,540.0464466,29312.744,B,-0.936371112,29649.94,0.010219077,BB
595,29350.01,29347.09,29220.51,29392.53,606.1390511,29316.678,B,0.112687428,29702.58,0.012113296,BB
596,29346.12,29601.89,29345.14,29602.67,1620.785292,29397.402,B,16.29583793,29718.282,0.003931911,BC
597,29601.89,29708.66,29464.47,29751.06,1122.219688,29466.392,C,31.63232629,29726.928,0.000614905,CC
598,29708.66,29750.17,29634.39,29826.62,1198.803693,29551.564,C,41.39734196,29897.648,0.004957215,CC
599,29750.18,29841.89,29637.97,29846.88,1083.338297,29649.94,C,50.2683002,30229.27,0.012981081,CB
600,29839.99,29610.29,29540,29911,1428.633928,29702.58,B,37.3657516,30563.798,0.032201914,BB
601,29606.83,29680.4,29458.09,29825.14,1286.19754,29718.282,B,30.66162688,30966.752,0.043340117,BB
602,29680.4,29751.89,29629.4,29776.83,560.5394237,29726.928,B,28.2121798,31512.222,0.059167065,BB
603,29751.89,30603.77,29738.31,30888,7932.107793,29897.648,B,78.2962517,31962.592,0.044400477,BC
604,30604.16,31500,30520.96,31500,4447.316484,30229.27,C,161.3336861,32260.916,0.024156063,CC
605,31500,31282.93,31072.5,31541.01,2607.089617,30563.798,C,189.256773,32611.674,0.042475049,CC
606,31288.48,31695.17,31236.89,31800.96,1860.01437,30966.752,C,220.9012199,32436.41,0.023386529,CC
607,31695.15,32479.24,31695.15,33023.71,7923.509405,31512.222,C,276.4451321,32280.582,-0.006116461,CC
608,32482.29,32855.62,32396.02,32947.59,1415.70544,31962.592,C,317.409165,32139.458,-0.021797245,CC
609,32855.61,32991.62,32422.44,33299,2083.485977,32260.916,C,331.0234798,31978.69,-0.030702645,CC
610,32991.63,33036.72,32680,33228.44,1741.098026,32611.674,C,320.2263413,31860.324,-0.035608741,CB
611,33035.88,30818.85,30688,33064.82,5703.030783,32436.41,B,149.5472612,32214.51,0.045285921,BA
612,30780.64,31700.1,30500,31995.99,4552.648014,32280.582,A,85.04230691,32421.79,0.022766174,AB
613,31700.1,32150,31442.48,32293.75,1054.615351,32139.458,B,62.74511607,32505.866,0.011068927,BB
614,32150.01,32187.78,31613.5,32239.81,1881.332115,31978.69,B,41.62824483,32708.38,0.01617384,BC
615,32187.78,32444.89,31972.43,32491.56,1225.88684,31860.324,C,36.26040535,32970.046,0.016186093,CC
616,32444.89,32589.78,32227.29,32796.19,1225.105897,32214.51,C,33.80088185,33243.694,0.020065002,CC
617,32586.63,32736.5,32567.24,32880,732.9267386,32421.79,C,33.33291403,33583.744,0.025880714,CB
618,32736.5,32570.38,32310.03,32751.64,898.918557,32505.866,B,14.09705597,33943.166,0.042148295,BB
619,32570.38,33200.35,32436.41,33260,1473.878972,32708.38,B,34.87869732,34140.754,0.028325123,BC
620,33200.35,33753.22,33118.59,34234.46,5209.931052,32970.046,C,74.65328655,34166.724,0.012250802,CC
621,33753.22,33958.02,33654.87,34109.45,1725.694119,33243.694,C,101.8640737,34256.706,0.008795743,CC
622,33958.03,34436.75,33750.37,34762.8,3022.78644,33583.744,C,137.0230825,34187.942,-0.007225072,CB
623,34436.76,34367.49,33780,34662.1,2014.450419,33943.166,B,140.0370444,34089.644,-0.008084559,BB
624,34367.48,34188.29,33800,34570.82,1703.738868,34140.754,B,115.40983,34012.542,-0.005140591,BB
625,34186.04,33883.07,33462.48,34346.54,2190.541488,34166.724,B,66.44331682,33937.262,0.001599383,BB
626,33883.08,34407.93,33790.25,34427.91,1552.871504,34256.706,B,57.61063682,33590.814,-0.023747898,BB
627,34407.92,34092.93,33915.08,34588.64,1368.441934,34187.942,B,20.66688019,33354.048,-0.021672587,BB
628,34092.93,33876,33800.15,34364.13,1483.354292,34089.644,B,-25.74820761,33133.958,-0.021904652,BB
629,33875.25,33802.78,33450.57,34149.36,2677.986084,34012.542,B,-66.43666486,32928.84,-0.025854087,BA
630,33802.77,33506.67,32754.11,33851.67,5020.71869,33937.262,A,-115.4757213,32972.228,-0.015950317,AB
631,33506.67,32675.69,32650,33850.74,5012.136477,33590.814,B,-201.0490246,33150.862,0.014542065,BA
632,32692.79,32909.1,32500.66,33243.54,3126.712341,33354.048,A,-236.6502774,33195.378,0.008699053,AA
633,32909.1,32775.55,32306.89,33029.99,1740.218788,33133.958,A,-261.9428967,33242.71,0.014253308,AA
634,32775.35,32777.19,32471.52,32931.4,1042.026933,32928.84,A,-270.2238524,33256.828,0.014633286,AB
635,32778.16,33723.61,32737.07,33818.58,2206.502333,32972.228,B,-206.4985784,33150.904,-0.016982346,BC
636,33723.61,33568.86,33522.36,33860.36,781.2137247,33150.862,C,-170.7852236,33128.396,-0.013121208,CB
637,33566.66,33131.68,33000,33650,1194.439174,33195.378,B,-172.1361189,33203.12,0.002156244,BB
638,33134.37,33012.21,32667.5,33600,2032.999758,33242.71,B,-175.9795088,33251.542,0.007249802,BA
639,33012.2,32847.78,32388.62,33114.24,2401.797513,33256.828,A,-183.6518186,33244.788,0.012086296,AB
640,32847.78,33193.99,32600.23,33320.81,1251.622619,33150.904,B,-160.3153945,33227.316,0.001003977,BB
641,33193.99,33456.32,32975.74,33590.17,1253.288569,33128.396,B,-123.7542651,32961.268,-0.014796965,BB
642,33456.32,33505.3,33168.16,33511.69,1485.85234,33203.12,B,-94.15417898,32670.176,-0.024925131,BB
643,33505.34,33254.32,33179.55,33591.68,1241.307405,33251.542,B,-89.39697539,32227.806,-0.030868591,BB
644,33257.12,32814.01,32810.47,33315,1475.246206,33244.788,B,-112.3390342,31716.088,-0.03345894,BB
645,32814.02,33106.63,32814.02,33362.7,2396.789418,33227.316,B,-104.4098698,31242.704,-0.056300687,BB
646,33106.64,32126.08,31715,33174.41,5688.892851,32961.268,B,-158.5596445,31059.308,-0.033205794,BA
647,32126.08,32049.84,31474,32610.91,4756.53556,32670.176,A,-190.7083337,30929.136,-0.034967538,AA
648,32052.86,31042.47,30300,32150,8192.963806,32227.806,A,-266.3697599,31141.556,0.00319195,AA
649,31042.49,30255.42,27777,31253.55,16388.27793,31716.088,A,-350.6704113,31438.038,0.039087806,AA
650,30258.96,30739.71,29403.6,30880.6,5040.606099,31242.704,A,-354.0335848,31555.594,0.026541695,AB
651,30737.83,31209.1,30450.53,31402.99,4072.740255,31059.308,B,-306.6343811,31518.476,0.009913006,BB
652,31209.1,31398.98,30587.34,31400,1929.284615,30929.136,B,-247.0418408,31470.558,0.002279628,BC
653,31398.98,32104.57,31398.98,32130,2745.637844,31141.556,C,-149.4562271,31383.03,-0.022474682,CC
654,32104.58,31737.83,31550,32180,2439.973017,31438.038,C,-101.2658445,31283.522,-0.0143144,CB
655,31741.01,31327.49,30727.44,31900,6164.984719,31555.594,B,-89.11330025,31219.568,-0.003444962,BA
656,31316.31,31023.51,30631.41,31519.31,2046.457838,31518.476,A,-93.19487729,31281.512,0.008316338,AA
657,31023.5,31159.39,31012.51,31452.94,1600.963689,31470.558,A,-78.95447649,31447.866,0.009258076,AB
658,31159.39,31666.93,31100,31857.75,1164.627841,31383.03,B,-30.07829411,31602.052,-0.002048762,BB
659,31664.28,31240.29,31200,31830.39,978.1361337,31283.522,B,-21.60387576,31911.676,0.02149103,BB
660,31245.66,31007.72,30863.31,31578.76,970.5688375,31219.568,B,-26.46240979,32171.324,0.037526268,BB
661,31010.47,31333.23,30956.12,31473.05,589.0368897,31281.512,B,-3.747412666,32141.61,0.025799447,BB
662,31333.22,31991.16,31157.33,32026.11,1714.477416,31447.866,B,56.28219082,31916.38,-0.002337521,BC
663,31991.17,32437.86,31991.17,32833.01,2960.497632,31602.052,C,122.944532,31516.836,-0.028393488,CC
664,32435.34,32788.41,32256.15,32795.46,1455.837147,31911.676,C,183.8533109,31183.468,-0.048948455,CC
665,32788.41,32305.96,32227.67,32826.54,1110.634166,32171.324,C,184.3837765,30885.498,-0.043969039,CB
666,32307.82,31184.66,31138.43,32532.89,2797.61114,32141.61,B,105.8523149,30888.2,-0.009506597,BA
667,31181.24,30865.01,30428.19,31536.37,3653.874463,31916.38,A,32.80128936,31029.364,0.005324929,AA
668,30864.29,30440.14,30001,31370.26,4170.292544,31516.836,A,-39.774905,31211.632,0.025344561,AA
669,30440.97,31121.57,29901.56,31266.26,4098.889432,31183.468,A,-37.55678378,31343.662,0.007136272,AB
670,31120.25,30816.11,30755,31311.65,1458.848776,30885.498,B,-51.47072687,31496.898,0.022091951,BB
671,30816.12,31198.17,30807.22,31516.11,1644.266451,30888.2,B,-30.77331104,31549.326,0.01125566,BC
672,31198.17,31570.83,31170.85,31825.34,1592.137398,31029.364,C,10.00309387,31704.824,0.004244234,CB
673,31570.83,31351.48,31087.47,31695.15,1452.387936,31211.632,B,23.42355937,31852.818,0.015990888,BB
674,31352.44,31781.72,31285.07,31782.89,1154.587155,31343.662,B,60.39625826,31990.352,0.006564528,BC
675,31781.72,31582.29,31560.79,32063.8,1719.756431,31496.898,C,69.87114711,32223.112,0.020290549,CB
676,31582.37,31460.31,31407.02,31892,909.2423782,31549.326,B,66.39767962,32603.838,0.036348275,BB
677,31460.31,32348.32,31110.17,32386.05,2581.589977,31704.824,B,119.2943867,32872.89,0.016216298,BC
678,32348.33,32091.45,31914.14,32381.12,1673.310912,31852.818,C,131.4144312,33248.234,0.036046486,CB
679,32091.46,32469.39,31767.96,32686.3,2476.245857,31990.352,B,157.5536721,33493.706,0.031547128,BC
680,32469.39,32746.09,32251.01,32791.11,1298.482783,32223.112,C,184.2896144,33775.59,0.031438868,CB
681,32746.1,33363.94,32439.58,33416,2231.154192,32603.838,B,231.3493781,33888.372,0.015718527,BC
682,33363.29,33693.58,33110.01,34160,2663.033515,32872.89,C,269.7605877,33932.966,0.007104796,CC
683,33693.57,33968.17,33360.05,34050,1673.595539,33248.234,C,296.6094708,33901.432,-0.001964722,CC
684,33968.16,33696.75,33484.13,33991.46,1039.932105,33493.706,C,279.2827333,33936.608,0.007118135,CB
685,33696.75,34155.51,33693.53,34372.63,1942.331245,33775.59,B,281.1377086,33931.424,-0.006560757,BB
686,34156.78,33927.85,33648.07,34249.56,1440.800656,33888.372,B,250.4716786,34210.706,0.008336986,BB
687,33942.04,33916.55,33300,34096.09,2309.401653,33932.966,B,214.2663906,34421.758,0.014895619,BB
688,33916.56,33810.5,33510.22,34020.42,1097.429678,33901.432,B,169.9520639,34683.55,0.02582186,BB
689,33809.36,33872.63,33774.03,34134.08,1261.820449,33936.608,B,133.2236787,34844.21,0.028683335,BB
690,33872.41,34129.59,33650,34167.03,1288.400481,33931.424,B,115.305329,34936.628,0.023646285,BC
691,34125.55,35324.26,34114.02,35781,7448.753496,34210.706,C,169.695712,34654.538,-0.018959265,CC
692,35324.26,34971.81,34538,35544.1,2637.570205,34421.758,C,167.4362192,34544.316,-0.01222396,CC
693,34971.8,35119.46,34783.98,35221.01,1209.544475,34683.55,C,161.3217206,34499.37,-0.017656593,CB
694,35119.46,34675.93,34344.21,35250,1688.86713,34844.21,B,115.0161,34546.586,-0.00373008,BA
695,34675.93,34591.68,34006,34954.97,2123.647586,34936.628,A,68.61314521,34538.148,-0.00154754,AA
696,34591.68,33913.81,33585.9,34598.92,4171.444206,34654.538,A,-13.45812212,34596.388,0.020126845,AA
697,33916.78,34420.7,33840.99,34560.37,1695.731593,34544.316,A,-37.94399607,34623.314,0.0058864,AB
698,34419.78,34894.73,34321.16,35174.17,2829.821161,34499.37,B,-27.0634375,34566.966,-0.009392937,BB
699,34895.72,34912.01,34409.62,35060,1507.522156,34546.586,B,-23.67329594,34564.504,-0.009953767,BB
700,34915,34549.49,34288.76,35038.43,1706.371992,34538.148,B,-49.33971197,34697.454,0.004282668,BA
701,34546.06,34205.01,34045.01,34595.02,2034.038003,34596.388,A,-90.60901358,34821.974,0.018037241,AB
702,34203.24,34555.33,34147.95,34779.99,1499.518743,34623.314,B,-94.94746753,35112.026,0.016110279,BB
703,34558.52,34612.99,34357.13,35088.14,3543.942806,34566.966,B,-94.37142572,35362.942,0.021666779,BC
704,34612.99,34899.7,34550.2,35061.4,1413.298312,34564.504,C,-75.91274277,35582.362,0.019560684,CC
705,34899.7,35214.24,34899.7,35223,970.8050306,34697.454,C,-45.26413538,35891.73,0.019239092,CB
706,35214.24,34827.61,34642.9,35687.4,1989.561929,34821.974,B,-53.22563538,36355.044,0.043856986,BB
707,34825.24,36005.59,34277.24,36200,5073.828994,35112.026,B,15.00121928,36526.652,0.014471697,BC
708,36005.59,35867.57,35662.31,36481.32,2338.824138,35362.942,C,43.38665777,36742.738,0.02439998,CC
709,35867.57,35996.8,35685.99,36377.65,961.5162973,35582.362,C,62.26864055,37032.782,0.028779836,CC
710,35996.8,36761.08,35970,36955,2334.312957,35891.73,C,114.5897013,37164.148,0.010964531,CC
711,36762.39,37144.18,36413.4,37293.89,2941.304638,36355.044,C,160.5397815,37198.52,0.001462948,CC
712,37144.18,36863.63,36641.55,37205.32,1626.931782,36526.652,C,157.3693803,37249.996,0.010480954,CB
713,36863.63,36948,36466.85,37051.03,1373.187218,36742.738,B,146.5070758,37231.754,0.00767982,BB
714,36948.01,37447.02,36923.28,37660,2425.36196,37032.782,B,157.5211303,37184.542,-0.007009316,BB
715,37445.74,37417.91,37050,37529.93,2300.297992,37164.148,B,147.6064427,37198.082,-0.005874941,BB
716,37417.91,37316.04,37118,37680,1971.69371,37198.52,B,120.113971,37142.95,-0.004638488,BB
717,37316.05,37121.01,36711.16,37412.47,1704.227551,37249.996,B,76.826268,37280.062,0.004284689,BA
718,37121.01,36856.79,36700,37287.86,1860.186107,37231.754,A,21.31698622,37495.954,0.017341825,AB
719,36856.8,37210.96,36300,37350,2424.653644,37184.542,B,0.472963287,37684.7,0.012731195,BB
720,37211.84,37485.61,36888,37500,1582.989437,37198.082,B,-2.626727453,37875.876,0.010411088,BB
721,37485.6,37040.38,36912.01,37500,1657.83837,37142.95,B,-40.37719661,38257.8,0.032867373,BB
722,37040.57,37806.57,37034.38,37900,2022.971773,37280.062,B,-20.46513832,38520.288,0.018878147,BC
723,37806.67,37936.25,37501.1,38144.86,3754.171292,37495.954,C,-6.029084934,38882.824,0.024951702,CC
724,37935.52,38154.69,37888,38400,1851.066666,37684.7,C,9.896150239,39031.772,0.022987528,CC
725,38157.19,38441.49,38074.34,38600,1892.093399,37875.876,C,30.25996873,39151.458,0.018468795,CB
726,38441.5,38950,38000.38,38950,2034.262018,38257.8,B,66.4183459,39183.012,0.005982336,BC
727,38950,39119.01,38949.99,39599.47,4666.160443,38520.288,C,88.76348686,39300.858,0.004648584,CC
728,39119.01,39748.93,39106.3,39783.51,1501.73608,38882.824,C,130.4912793,39285.162,-0.011667434,CB
729,39748.92,38899.43,36540,40342.27,10297.93436,39031.772,B,87.469758,39394.482,0.012726459,BA
730,38896.92,39039.92,37537.56,39211.77,5068.128456,39151.458,A,56.56375579,39342.776,0.007757598,AA
731,39039.92,39107.77,38400,39168.62,1837.781421,39183.012,A,30.10703456,39257.206,0.003821133,AB
732,39110.87,39708.24,39110.87,39889.16,1611.700395,39300.858,B,41.74788558,38754.158,-0.024027305,BB
733,39708.23,39670.45,39157.34,39988,1080.815587,39285.162,B,35.82991018,38489.156,-0.029777681,BB
734,39670.46,39446.03,38543.87,39679.6,4163.837706,39394.482,B,7.224678394,38333.952,-0.028192394,BB
735,39444.04,38781.39,38751.25,39697.57,1842.462281,39342.776,B,-62.21123112,38171.546,-0.015725171,BA
